FID,OSREF,COUNTRY,Year,Shape_Leng,Field,Current_Ye,Country_Si,F_year,Shape__Area,Shape__Length
1,NL57,Scotland,0,40000,0, ,Scotland,,100000000,40000
2,NL58,Scotland,0,40000,0, ,Scotland,,100000000,40000
3,NL68,Scotland,0,40000,0, ,Scotland,,100000000,40000
4,NF60,Scotland,0,40000,0, ,Scotland,,100000000,40000
5,NF61,Scotland,0,40000,0, ,Scotland,,100000000,40000
6,NL79,Scotland,0,40000,0, ,Scotland,,100000000,40000
7,NF71,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
8,NF72,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
9,NF73,Scotland,0,40000,0, ,Scotland,,100000000,40000
10,NF74,Scotland,0,40000,0, ,Scotland,,100000000,40000
11,NF75,Scotland,0,40000,0, ,Scotland,,100000000,40000
12,NF77,Scotland,0,40000,0, ,Scotland,,100000000,40000
13,SV80,England,0,40000,0, ,England,,100000000,40000
14,SV81,England,0,40000,0, ,England,,100000000,40000
15,NL82,Scotland,0,40000,0, ,Scotland,,100000000,40000
16,NF81,Scotland,0,40000,0, ,Scotland,,100000000,40000
17,NF82,Scotland,0,40000,0, ,Scotland,,100000000,40000
18,NF83,Scotland,0,40000,0, ,Scotland,,100000000,40000
19,NF85,Scotland,0,40000,0, ,Scotland,,100000000,40000
20,NF86,Scotland,0,40000,0, ,Scotland,,100000000,40000
21,NF87,Scotland,0,40000,0, ,Scotland,,100000000,40000
22,SV90,England,0,40000,0, ,England,,100000000,40000
23,SV91,England,0,40000,0, ,England,,100000000,40000
24,NL93,Scotland,0,40000,0, ,Scotland,,100000000,40000
25,NL94,Scotland,0,40000,0, ,Scotland,,100000000,40000
26,NF95,Scotland,0,40000,0, ,Scotland,,100000000,40000
27,NF96,Scotland,0,40000,0, ,Scotland,,100000000,40000
28,NF97,Scotland,0,40000,0, ,Scotland,,100000000,40000
29,NF99,Scotland,0,40000,0, ,Scotland,,100000000,40000
30,NA90,Scotland,0,40000,0, ,Scotland,,100000000,40000
31,NA91,Scotland,0,40000,0, ,Scotland,,100000000,40000
32,NA92,Scotland,0,40000,0, ,Scotland,,100000000,40000
33,NA93,Scotland,0,40000,0, ,Scotland,,100000000,40000
34,NM04,Scotland,0,40000,0, ,Scotland,,100000000,40000
35,NG08,Scotland,0,40000,0, ,Scotland,,100000000,40000
36,NG09,Scotland,0,40000,0, ,Scotland,,100000000,40000
37,NB00,Scotland,0,40000,0, ,Scotland,,100000000,40000
38,NB01,Scotland,0,40000,0, ,Scotland,,100000000,40000
39,NB02,Scotland,0,40000,0, ,Scotland,,100000000,40000
40,NB03,Scotland,0,40000,0, ,Scotland,,100000000,40000
41,NR15,Scotland,0,40000,0, ,Scotland,,100000000,40000
42,NR16,Scotland,0,40000,0, ,Scotland,,100000000,40000
43,NM14,Scotland,0,40000,0, ,Scotland,,100000000,40000
44,NM15,Scotland,0,40000,0, ,Scotland,,100000000,40000
45,NM16,Scotland,0,40000,0, ,Scotland,,100000000,40000
46,NM19,Scotland,0,40000,0, ,Scotland,,100000000,40000
47,NG13,Scotland,0,40000,0, ,Scotland,,100000000,40000
48,NG14,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
49,NG15,Scotland,0,40000,0, ,Scotland,,100000000,40000
50,NG18,Scotland,0,40000,0, ,Scotland,,100000000,40000
51,NG19,Scotland,0,40000,0, ,Scotland,,100000000,40000
52,NB10,Scotland,0,40000,0, ,Scotland,,100000000,40000
53,NB11,Scotland,0,40000,0, ,Scotland,,100000000,40000
54,NB12,Scotland,0,40000,0, ,Scotland,,100000000,40000
55,NR24,Scotland,0,40000,0, ,Scotland,,100000000,40000
56,NR25,Scotland,0,40000,0, ,Scotland,,100000000,40000
57,NR26,Scotland,0,40000,0, ,Scotland,,100000000,40000
58,NR27,Scotland,0,40000,0, ,Scotland,,100000000,40000
59,NM22,Scotland,0,40000,0, ,Scotland,,100000000,40000
60,NM23,Scotland,0,40000,0, ,Scotland,,100000000,40000
61,NM25,Scotland,0,40000,0, ,Scotland,,100000000,40000
62,NM26,Scotland,0,40000,0, ,Scotland,,100000000,40000
63,NM29,Scotland,0,40000,0, ,Scotland,,100000000,40000
64,NG20,Scotland,0,40000,0, ,Scotland,,100000000,40000
65,NG23,Scotland,0,40000,0, ,Scotland,,100000000,40000
66,NG24,Scotland,0,40000,0, ,Scotland,,100000000,40000
67,NG26,Scotland,0,40000,0, ,Scotland,,100000000,40000
68,NB20,Scotland,0,40000,0, ,Scotland,,100000000,40000
69,NB21,Scotland,0,40000,0, ,Scotland,,100000000,40000
70,NB22,Scotland,0,40000,0, ,Scotland,,100000000,40000
71,NB23,Scotland,0,40000,0, ,Scotland,,100000000,40000
72,NB24,Scotland,0,40000,0, ,Scotland,,100000000,40000
73,NB25,Scotland,0,40000,0, ,Scotland,,100000000,40000
74,SW32,England,0,40000,0, ,England,,100000000,40000
75,SW33,England,0,40000,0, ,England,,100000000,40000
76,NR33,Scotland,0,40000,0, ,Scotland,,100000000,40000
77,NR34,Scotland,0,40000,0, ,Scotland,,100000000,40000
78,NR35,Scotland,0,40000,0, ,Scotland,,100000000,40000
79,NR36,Scotland,0,40000,0, ,Scotland,,100000000,40000
80,NR37,Scotland,0,40000,0, ,Scotland,,100000000,40000
81,NR38,Scotland,0,40000,0, ,Scotland,,100000000,40000
82,NR39,Scotland,0,40000,0, ,Scotland,,100000000,40000
83,NM31,Scotland,0,40000,0, ,Scotland,,100000000,40000
84,NM32,Scotland,0,40000,0, ,Scotland,,100000000,40000
85,NM34,Scotland,0,40000,0, ,Scotland,,100000000,40000
86,NM35,Scotland,0,40000,0, ,Scotland,,100000000,40000
87,NM37,Scotland,0,40000,0, ,Scotland,,100000000,40000
88,NM39,Scotland,0,40000,0, ,Scotland,,100000000,40000
89,NG30,Scotland,0,40000,0, ,Scotland,,100000000,40000
90,NG32,Scotland,0,40000,0, ,Scotland,,100000000,40000
91,NG33,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
92,NG34,Scotland,0,40000,0, ,Scotland,,100000000,40000
93,NG35,Scotland,0,40000,0, ,Scotland,,100000000,40000
94,NG36,Scotland,0,40000,0, ,Scotland,,100000000,40000
95,NG37,Scotland,0,40000,0, ,Scotland,,100000000,40000
96,NG38,Scotland,0,40000,0, ,Scotland,,100000000,40000
97,NG39,Scotland,0,40000,0, ,Scotland,,100000000,40000
98,NB30,Scotland,0,40000,0, ,Scotland,,100000000,40000
99,NB31,Scotland,0,40000,0, ,Scotland,,100000000,40000
100,NB32,Scotland,0,40000,0, ,Scotland,,100000000,40000
101,NB33,Scotland,0,40000,0, ,Scotland,,100000000,40000
102,NB34,Scotland,0,40000,0, ,Scotland,,100000000,40000
103,NB35,Scotland,0,40000,0, ,Scotland,,100000000,40000
104,SW42,England,0,40000,0, ,England,,100000000,40000
105,SW43,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
106,SW44,England,0,40000,0, ,England,,100000000,40000
107,NR44,Scotland,0,40000,0, ,Scotland,,100000000,40000
108,NR45,Scotland,0,40000,0, ,Scotland,,100000000,40000
109,NR47,Scotland,0,40000,0, ,Scotland,,100000000,40000
110,NR49,Scotland,0,40000,0, ,Scotland,,100000000,40000
111,NM40,Scotland,0,40000,0, ,Scotland,,100000000,40000
112,NM41,Scotland,0,40000,0, ,Scotland,,100000000,40000
113,NM43,Scotland,0,40000,0, ,Scotland,,100000000,40000
114,NM44,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
115,NM45,Scotland,0,40000,0, ,Scotland,,100000000,40000
116,NM46,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
117,NM48,Scotland,0,40000,0, ,Scotland,,100000000,40000
118,NG40,Scotland,0,40000,0, ,Scotland,,100000000,40000
119,NG41,Scotland,0,40000,0, ,Scotland,,100000000,40000
120,NG42,Scotland,0,40000,0, ,Scotland,,100000000,40000
121,NG43,Scotland,0,40000,0, ,Scotland,,100000000,40000
122,NG44,Scotland,0,40000,0, ,Scotland,,100000000,40000
123,NG45,Scotland,0,40000,0, ,Scotland,,100000000,40000
124,NG46,Scotland,0,40000,0, ,Scotland,,100000000,40000
125,NG47,Scotland,0,40000,0, ,Scotland,,100000000,40000
126,NB40,Scotland,0,40000,0, ,Scotland,,100000000,40000
127,NB41,Scotland,0,40000,0, ,Scotland,,100000000,40000
128,NB42,Scotland,0,40000,0, ,Scotland,,100000000,40000
129,NB43,Scotland,2023,40000,0,YES,Scotland,2023/01/01 00:00:00+00,100000000,40000
130,NB44,Scotland,0,40000,0, ,Scotland,,100000000,40000
131,NB45,Scotland,0,40000,0, ,Scotland,,100000000,40000
132,NB46,Scotland,0,40000,0, ,Scotland,,100000000,40000
133,SW52,England,0,40000,0, ,England,,100000000,40000
134,SW53,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
135,SW54,England,0,40000,0, ,England,,100000000,40000
136,SM50,Wales,0,40000,0, ,Wales,,100000000,40000
137,NR50,Scotland,0,40000,0, ,Scotland,,100000000,40000
138,NR51,Scotland,0,40000,0, ,Scotland,,100000000,40000
139,NR56,Scotland,0,40000,0, ,Scotland,,100000000,40000
140,NR57,Scotland,0,40000,0, ,Scotland,,100000000,40000
141,NR58,Scotland,0,40000,0, ,Scotland,,100000000,40000
142,NR59,Scotland,0,40000,0, ,Scotland,,100000000,40000
143,NM51,Scotland,0,40000,0, ,Scotland,,100000000,40000
144,NM52,Scotland,0,40000,0, ,Scotland,,100000000,40000
145,NM53,Scotland,0,40000,0, ,Scotland,,100000000,40000
146,NM54,Scotland,0,40000,0, ,Scotland,,100000000,40000
147,NM55,Scotland,0,40000,0, ,Scotland,,100000000,40000
148,NM56,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
149,NM57,Scotland,0,40000,0, ,Scotland,,100000000,40000
150,NM59,Scotland,0,40000,0, ,Scotland,,100000000,40000
151,NG50,Scotland,0,40000,0, ,Scotland,,100000000,40000
152,NG51,Scotland,0,40000,0, ,Scotland,,100000000,40000
153,NG52,Scotland,0,40000,0, ,Scotland,,100000000,40000
154,NG54,Scotland,0,40000,0, ,Scotland,,100000000,40000
155,NG55,Scotland,0,40000,0, ,Scotland,,100000000,40000
156,NG56,Scotland,0,40000,0, ,Scotland,,100000000,40000
157,NB52,Scotland,0,40000,0, ,Scotland,,100000000,40000
158,NB53,Scotland,0,40000,0, ,Scotland,,100000000,40000
159,NB54,Scotland,0,40000,0, ,Scotland,,100000000,40000
160,NB55,Scotland,0,40000,0, ,Scotland,,100000000,40000
161,NB56,Scotland,0,40000,0, ,Scotland,,100000000,40000
162,SW61,England,2021,40000,0, ,England,2021/01/01 00:00:00+00,100000000,40000
163,SW62,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
164,SW63,England,0,40000,0, ,England,,100000000,40000
165,SW64,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
166,SW65,England,0,40000,0, ,England,,100000000,40000
167,SM60,Wales,0,40000,0, ,Wales,,100000000,40000
168,NR60,Scotland,0,40000,0, ,Scotland,,100000000,40000
169,NR61,Scotland,0,40000,0, ,Scotland,,100000000,40000
170,NR62,Scotland,0,40000,0, ,Scotland,,100000000,40000
171,NR63,Scotland,0,40000,0, ,Scotland,,100000000,40000
172,NR65,Scotland,0,40000,0, ,Scotland,,100000000,40000
173,NR67,Scotland,0,40000,0, ,Scotland,,100000000,40000
174,NR68,Scotland,0,40000,0, ,Scotland,,100000000,40000
175,NR69,Scotland,0,40000,0, ,Scotland,,100000000,40000
176,NM60,Scotland,0,40000,0, ,Scotland,,100000000,40000
177,NM61,Scotland,0,40000,0, ,Scotland,,100000000,40000
178,NM62,Scotland,0,40000,0, ,Scotland,,100000000,40000
179,NM63,Scotland,0,40000,0, ,Scotland,,100000000,40000
180,NM64,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
181,NM65,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
182,NM66,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
183,NM67,Scotland,0,40000,0, ,Scotland,,100000000,40000
184,NM68,Scotland,0,40000,0, ,Scotland,,100000000,40000
185,NM69,Scotland,0,40000,0, ,Scotland,,100000000,40000
186,NG60,Scotland,0,40000,0, ,Scotland,,100000000,40000
187,NG61,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
188,NG62,Scotland,0,40000,0, ,Scotland,,100000000,40000
189,SW71,England,0,40000,0, ,England,,100000000,40000
190,SW72,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
191,SW73,England,2019,40000,0,YES,England,2019/01/01 00:00:00+00,100000000,40000
192,SW74,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
193,SW75,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
194,SW76,England,0,40000,0, ,England,,100000000,40000
195,SM70,Wales,0,40000,0, ,Wales,,100000000,40000
196,SM72,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
197,SM73,Wales,0,40000,0, ,Wales,,100000000,40000
198,NR70,Scotland,0,40000,0, ,Scotland,,100000000,40000
199,NR71,Scotland,0,40000,0, ,Scotland,,100000000,40000
200,NR72,Scotland,0,40000,0, ,Scotland,,100000000,40000
201,NR73,Scotland,0,40000,0, ,Scotland,,100000000,40000
202,NR74,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
203,NR75,Scotland,0,40000,0, ,Scotland,,100000000,40000
204,NR76,Scotland,0,40000,0, ,Scotland,,100000000,40000
205,NR77,Scotland,0,40000,0, ,Scotland,,100000000,40000
206,NR78,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
207,NR79,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
208,NM71,Scotland,0,40000,0, ,Scotland,,100000000,40000
209,NM73,Scotland,0,40000,0, ,Scotland,,100000000,40000
210,NM74,Scotland,0,40000,0, ,Scotland,,100000000,40000
211,NM75,Scotland,0,40000,0, ,Scotland,,100000000,40000
212,NM76,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
213,NM77,Scotland,0,40000,0, ,Scotland,,100000000,40000
214,NM78,Scotland,0,40000,0, ,Scotland,,100000000,40000
215,NM79,Scotland,0,40000,0, ,Scotland,,100000000,40000
216,NG70,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
217,NG71,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
218,NG72,Scotland,0,40000,0, ,Scotland,,100000000,40000
219,NG73,Scotland,0,40000,0, ,Scotland,,100000000,40000
220,NG74,Scotland,0,40000,0, ,Scotland,,100000000,40000
221,NG75,Scotland,0,40000,0, ,Scotland,,100000000,40000
222,NG76,Scotland,0,40000,0, ,Scotland,,100000000,40000
223,NG77,Scotland,0,40000,0, ,Scotland,,100000000,40000
224,NG78,Scotland,0,40000,0, ,Scotland,,100000000,40000
225,NG79,Scotland,0,40000,0, ,Scotland,,100000000,40000
226,SW81,England,0,40000,0, ,England,,100000000,40000
227,SW82,England,0,40000,0, ,England,,100000000,40000
228,SW83,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
229,SW84,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
230,SW85,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
231,SW86,England,0,40000,0, ,England,,100000000,40000
232,SW87,England,0,40000,0, ,England,,100000000,40000
233,SR89,Wales,0,40000,0, ,Wales,,100000000,40000
234,SM81,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
235,SM82,Wales,2013,40000,0, ,Wales,2013/01/01 00:00:00+00,100000000,40000
236,SM83,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
237,SM84,Wales,0,40000,0, ,Wales,,100000000,40000
238,NR82,Scotland,0,40000,0, ,Scotland,,100000000,40000
239,NR85,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
240,NR86,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
241,NR87,Scotland,0,40000,0, ,Scotland,,100000000,40000
242,NR88,Scotland,0,40000,0, ,Scotland,,100000000,40000
243,NR89,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
244,NM80,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
245,NM81,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
246,NM82,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
247,NM85,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
248,NM86,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
249,NM87,Scotland,0,40000,0, ,Scotland,,100000000,40000
250,NM88,Scotland,0,40000,0, ,Scotland,,100000000,40000
251,NG80,Scotland,0,40000,0, ,Scotland,,100000000,40000
252,NG81,Scotland,0,40000,0, ,Scotland,,100000000,40000
253,NG83,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
254,NG84,Scotland,2020,40000,0,YES,Scotland,2020/01/01 00:00:00+00,100000000,40000
255,NG86,Scotland,0,40000,0, ,Scotland,,100000000,40000
256,NG87,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
257,NG89,Scotland,0,40000,0, ,Scotland,,100000000,40000
258,SW93,England,0,40000,0, ,England,,100000000,40000
259,SW94,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
260,SW95,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
261,SW96,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
262,SW97,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
263,SW98,England,0,40000,0, ,England,,100000000,40000
264,SR99,Wales,2020,40000,0, ,Wales,2020/01/01 00:00:00+00,100000000,40000
265,SM90,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
266,SM91,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
267,SM92,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
268,SM93,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
269,SM94,Wales,0,40000,0, ,Wales,,100000000,40000
270,NW95,Scotland,0,40000,0, ,Scotland,,100000000,40000
271,NW96,Scotland,0,40000,0, ,Scotland,,100000000,40000
272,NW97,Scotland,0,40000,0, ,Scotland,,100000000,40000
273,NR91,Scotland,0,40000,0, ,Scotland,,100000000,40000
274,NR92,Scotland,0,40000,0, ,Scotland,,100000000,40000
275,NR93,Scotland,0,40000,0, ,Scotland,,100000000,40000
276,NR94,Scotland,0,40000,0, ,Scotland,,100000000,40000
277,NR97,Scotland,0,40000,0, ,Scotland,,100000000,40000
278,NR98,Scotland,0,40000,0, ,Scotland,,100000000,40000
279,NR99,Scotland,0,40000,0, ,Scotland,,100000000,40000
280,NM90,Scotland,0,40000,0, ,Scotland,,100000000,40000
281,NM91,Scotland,0,40000,0, ,Scotland,,100000000,40000
282,NM92,Scotland,0,40000,0, ,Scotland,,100000000,40000
283,NM94,Scotland,0,40000,0, ,Scotland,,100000000,40000
284,NM96,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
285,NM97,Scotland,0,40000,0, ,Scotland,,100000000,40000
286,NM98,Scotland,0,40000,0, ,Scotland,,100000000,40000
287,NM99,Scotland,0,40000,0, ,Scotland,,100000000,40000
288,NG90,Scotland,0,40000,0, ,Scotland,,100000000,40000
289,NG91,Scotland,0,40000,0, ,Scotland,,100000000,40000
290,NG92,Scotland,0,40000,0, ,Scotland,,100000000,40000
291,NG93,Scotland,0,40000,0, ,Scotland,,100000000,40000
292,NG94,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
293,NG95,Scotland,0,40000,0, ,Scotland,,100000000,40000
294,NG96,Scotland,0,40000,0, ,Scotland,,100000000,40000
295,NG97,Scotland,0,40000,0, ,Scotland,,100000000,40000
296,NG98,Scotland,0,40000,0, ,Scotland,,100000000,40000
297,NG99,Scotland,0,40000,0, ,Scotland,,100000000,40000
298,NB91,Scotland,0,40000,0, ,Scotland,,100000000,40000
299,SX03,England,0,40000,0, ,England,,100000000,40000
300,SX04,England,0,40000,0, ,England,,100000000,40000
301,SX05,England,2019,40000,0,YES,England,2019/01/01 00:00:00+00,100000000,40000
302,SX06,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
303,SX07,England,0,40000,0, ,England,,100000000,40000
304,SX08,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
305,SX09,England,0,40000,0, ,England,,100000000,40000
306,SS09,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
307,SN00,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
308,SN01,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
309,SN02,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
310,SN03,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
311,SN04,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
312,NX03,Scotland,0,40000,0, ,Scotland,,100000000,40000
313,NX04,Scotland,2022,40000,0, ,Scotland,2022/01/01 00:00:00+00,100000000,40000
314,NX05,Scotland,0,40000,0, ,Scotland,,100000000,40000
315,NX07,Scotland,0,40000,0, ,Scotland,,100000000,40000
316,NX08,Scotland,0,40000,0, ,Scotland,,100000000,40000
317,NX09,Scotland,0,40000,0, ,Scotland,,100000000,40000
318,NS00,Scotland,0,40000,0, ,Scotland,,100000000,40000
319,NS01,Scotland,0,40000,0, ,Scotland,,100000000,40000
320,NS02,Scotland,0,40000,0, ,Scotland,,100000000,40000
321,NS03,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
322,NS04,Scotland,0,40000,0, ,Scotland,,100000000,40000
323,NS05,Scotland,0,40000,0, ,Scotland,,100000000,40000
324,NS06,Scotland,0,40000,0, ,Scotland,,100000000,40000
325,NS07,Scotland,0,40000,0, ,Scotland,,100000000,40000
326,NS08,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
327,NS09,Scotland,0,40000,0, ,Scotland,,100000000,40000
328,NN00,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
329,NN01,Scotland,0,40000,0, ,Scotland,,100000000,40000
330,NN02,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
331,NN04,Scotland,0,40000,0, ,Scotland,,100000000,40000
332,NN05,Scotland,0,40000,0, ,Scotland,,100000000,40000
333,NN06,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
334,NN07,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
335,NN08,Scotland,0,40000,0, ,Scotland,,100000000,40000
336,NN09,Scotland,0,40000,0, ,Scotland,,100000000,40000
337,NH00,Scotland,0,40000,0, ,Scotland,,100000000,40000
338,NH01,Scotland,0,40000,0, ,Scotland,,100000000,40000
339,NH02,Scotland,0,40000,0, ,Scotland,,100000000,40000
340,NH03,Scotland,0,40000,0, ,Scotland,,100000000,40000
341,NH04,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
342,NH05,Scotland,0,40000,0, ,Scotland,,100000000,40000
343,NH06,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
344,NH07,Scotland,0,40000,0, ,Scotland,,100000000,40000
345,NH08,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
346,NH09,Scotland,0,40000,0, ,Scotland,,100000000,40000
347,NC00,Scotland,0,40000,0, ,Scotland,,100000000,40000
348,NC01,Scotland,0,40000,0, ,Scotland,,100000000,40000
349,NC02,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
350,SX14,England,0,40000,0, ,England,,100000000,40000
351,SX15,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
352,SX16,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
353,SX17,England,0,40000,0, ,England,,100000000,40000
354,SX18,England,0,40000,0, ,England,,100000000,40000
355,SX19,England,0,40000,0, ,England,,100000000,40000
356,SS10,England,0,40000,0, ,England,,100000000,40000
357,SS11,England,0,40000,0, ,England,,100000000,40000
358,SS14,England,0,40000,0, ,England,,100000000,40000
359,SS19,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
360,SN10,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
361,SN11,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
362,SN12,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
363,SN13,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
364,SN14,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
365,SN15,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
366,SH12,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
367,SH13,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
368,NX13,Scotland,0,40000,0, ,Scotland,,100000000,40000
369,NX14,Scotland,0,40000,0, ,Scotland,,100000000,40000
370,NX15,Scotland,0,40000,0, ,Scotland,,100000000,40000
371,NX16,Scotland,0,40000,0, ,Scotland,,100000000,40000
372,NX17,Scotland,0,40000,0, ,Scotland,,100000000,40000
373,NX18,Scotland,0,40000,0, ,Scotland,,100000000,40000
374,NX19,Scotland,0,40000,0, ,Scotland,,100000000,40000
375,NS14,Scotland,0,40000,0, ,Scotland,,100000000,40000
376,NS15,Scotland,0,40000,0, ,Scotland,,100000000,40000
377,NS17,Scotland,0,40000,0, ,Scotland,,100000000,40000
378,NS18,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
379,NS19,Scotland,2018,40000,0, ,Scotland,2018/01/01 00:00:00+00,100000000,40000
380,NN10,Scotland,0,40000,0, ,Scotland,,100000000,40000
381,NN11,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
382,NN12,Scotland,0,40000,0, ,Scotland,,100000000,40000
383,NN13,Scotland,0,40000,0, ,Scotland,,100000000,40000
384,NN14,Scotland,0,40000,0, ,Scotland,,100000000,40000
385,NN15,Scotland,2022,40000,0, ,Scotland,2022/01/01 00:00:00+00,100000000,40000
386,NN16,Scotland,0,40000,0, ,Scotland,,100000000,40000
387,NN17,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
388,NN18,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
389,NN19,Scotland,0,40000,0, ,Scotland,,100000000,40000
390,NH10,Scotland,0,40000,0, ,Scotland,,100000000,40000
391,NH11,Scotland,0,40000,0, ,Scotland,,100000000,40000
