FID,OSREF,COUNTRY,Year,Shape_Leng,Field,Current_Ye,Country_Si,F_year,Shape__Area,Shape__Length
2368,TA04,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2369,TA05,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2370,TA06,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2371,TA07,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2372,TA08,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2373,TA09,England,0,40000,0, ,England,,100000000,40000
2374,TQ10,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2375,TQ11,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
2376,TQ12,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2377,TQ13,England,2021,40000,0, ,England,2021/01/01 00:00:00+00,100000000,40000
2378,TQ14,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2379,TQ15,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2380,TQ16,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
2381,TQ17,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
2382,TQ18,England,0,40000,0, ,England,,100000000,40000
2383,TQ19,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2384,TL10,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
2385,TL11,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2386,TL12,England,0,40000,0, ,England,,100000000,40000
2387,TL13,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2388,TL14,England,0,40000,0, ,England,,100000000,40000
2389,TL15,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
2390,TL16,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2391,TL17,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2392,TL18,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2393,TL19,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2394,TF10,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2395,TF11,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2396,TF12,England,0,40000,0, ,England,,100000000,40000
2397,TF13,England,0,40000,0, ,England,,100000000,40000
2398,TF14,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2399,TF15,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2400,TF16,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2401,TF17,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2402,TF18,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2403,TF19,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2404,TA10,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2405,TA11,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2406,TA12,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2407,TA13,England,0,40000,0, ,England,,100000000,40000
2408,TA14,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2409,TA15,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2410,TA16,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2411,TA17,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2412,TA18,England,0,40000,0, ,England,,100000000,40000
2413,TQ20,England,2023,40000,0,YES,England,2023/01/01 00:00:00+00,100000000,40000
2414,TQ21,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2415,TQ22,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2416,TQ23,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2417,TQ24,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2418,TQ25,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2419,TQ26,England,2023,40000,0,YES,England,2023/01/01 00:00:00+00,100000000,40000
2420,TQ27,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2421,TQ28,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2422,TQ29,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2423,TL20,England,0,40000,0, ,England,,100000000,40000
2424,TL21,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2425,TL22,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2426,TL23,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2427,TL24,England,0,40000,0, ,England,,100000000,40000
2428,TL25,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2429,TL26,England,0,40000,0, ,England,,100000000,40000
2430,TL27,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2431,TL28,England,2022,40000,0, ,England,2022/01/01 00:00:00+00,100000000,40000
2432,TL29,England,0,40000,0, ,England,,100000000,40000
2433,TF20,England,0,40000,0, ,England,,100000000,40000
2434,TF21,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2435,TF22,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2436,TF23,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2437,TF24,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2438,TF25,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2439,TF26,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2440,TF27,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2441,TF28,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2442,TF29,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2443,TA20,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2444,TA21,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
2445,TA22,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2446,TA23,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2447,TA24,England,0,40000,0, ,England,,100000000,40000
2448,TA25,England,0,40000,0, ,England,,100000000,40000
2449,TA26,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2450,TA27,England,2022,40000,0, ,England,2022/01/01 00:00:00+00,100000000,40000
2451,TQ30,England,2014,40000,0,YES,England,2014/01/01 00:00:00+00,100000000,40000
2452,TQ31,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2453,TQ32,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2454,TQ33,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2455,TQ34,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2456,TQ35,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2457,TQ36,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2458,TQ37,England,2016,40000,0,YES,England,2016/01/01 00:00:00+00,100000000,40000
2459,TQ38,England,2021,40000,0, ,England,2021/01/01 00:00:00+00,100000000,40000
2460,TQ39,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2461,TL30,England,0,40000,0, ,England,,100000000,40000
2462,TL31,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2463,TL32,England,0,40000,0, ,England,,100000000,40000
2464,TL33,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2465,TL34,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2466,TL35,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2467,TL36,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2468,TL37,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2469,TL38,England,0,40000,0, ,England,,100000000,40000
2470,TL39,England,0,40000,0, ,England,,100000000,40000
2471,TF30,England,0,40000,0, ,England,,100000000,40000
2472,TF31,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2473,TF32,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2474,TF33,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2475,TF34,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2476,TF35,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2477,TF36,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2478,TF37,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2479,TF38,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2480,TF39,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2481,TA30,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2482,TA31,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2483,TA32,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2484,TA33,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2485,TV49,England,0,40000,0, ,England,,100000000,40000
2486,TQ40,England,0,40000,0, ,England,,100000000,40000
2487,TQ41,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2488,TQ42,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2489,TQ43,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2490,TQ44,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2491,TQ45,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2492,TQ46,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2493,TQ47,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2494,TQ48,England,0,40000,0, ,England,,100000000,40000
2495,TQ49,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2496,TL40,England,2022,40000,0, ,England,2022/01/01 00:00:00+00,100000000,40000
2497,TL41,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2498,TL42,England,0,40000,0, ,England,,100000000,40000
2499,TL43,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2500,TL44,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2501,TL45,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2502,TL46,England,0,40000,0, ,England,,100000000,40000
2503,TL47,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2504,TL48,England,0,40000,0, ,England,,100000000,40000
2505,TL49,England,0,40000,0, ,England,,100000000,40000
2506,TF40,England,0,40000,0, ,England,,100000000,40000
2507,TF41,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2508,TF42,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2509,TF43,England,0,40000,0, ,England,,100000000,40000
2510,TF44,England,0,40000,0, ,England,,100000000,40000
2511,TF45,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2512,TF46,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2513,TF47,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2514,TF48,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2515,TF49,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2516,TA40,England,0,40000,0, ,England,,100000000,40000
2517,TA41,England,0,40000,0, ,England,,100000000,40000
2518,TA42,England,0,40000,0, ,England,,100000000,40000
2519,TV59,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2520,TQ50,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2521,TQ51,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2522,TQ52,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2523,TQ53,England,0,40000,0, ,England,,100000000,40000
2524,TQ54,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2525,TQ55,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2526,TQ56,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2527,TQ57,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2528,TQ58,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2529,TQ59,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2530,TL50,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2531,TL51,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2532,TL52,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2533,TL53,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2534,TL54,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2535,TL55,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2536,TL56,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2537,TL57,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2538,TL58,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2539,TL59,England,0,40000,0, ,England,,100000000,40000
2540,TF50,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2541,TF51,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2542,TF52,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2543,TF55,England,0,40000,0, ,England,,100000000,40000
2544,TF56,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2545,TF57,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2546,TF58,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2547,TQ60,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
2548,TQ61,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2549,TQ62,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2550,TQ63,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2551,TQ64,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2552,TQ65,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2553,TQ66,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2554,TQ67,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2555,TQ68,England,0,40000,0, ,England,,100000000,40000
2556,TQ69,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2557,TL60,England,2023,40000,0,YES,England,2023/01/01 00:00:00+00,100000000,40000
2558,TL61,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2559,TL62,England,2021,40000,0, ,England,2021/01/01 00:00:00+00,100000000,40000
2560,TL63,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2561,TL64,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2562,TL65,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2563,TL66,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2564,TL67,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2565,TL68,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2566,TL69,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2567,TF60,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2568,TF61,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
2569,TF62,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2570,TF63,England,0,40000,0, ,England,,100000000,40000
2571,TF64,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2572,TQ70,England,2021,40000,0, ,England,2021/01/01 00:00:00+00,100000000,40000
2573,TQ71,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2574,TQ72,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2575,TQ73,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2576,TQ74,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2577,TQ75,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2578,TQ76,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2579,TQ77,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2580,TQ78,England,0,40000,0, ,England,,100000000,40000
2581,TQ79,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2582,TL70,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2583,TL71,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2584,TL72,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2585,TL73,England,0,40000,0, ,England,,100000000,40000
2586,TL74,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2587,TL75,England,0,40000,0, ,England,,100000000,40000
2588,TL76,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2589,TL77,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2590,TL78,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2591,TL79,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2592,TF70,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2593,TF71,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2594,TF72,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
2595,TF73,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2596,TF74,England,0,40000,0, ,England,,100000000,40000
2597,TQ80,England,0,40000,0, ,England,,100000000,40000
2598,TQ81,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2599,TQ82,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2600,TQ83,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2601,TQ84,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2602,TQ85,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2603,TQ86,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
2604,TQ87,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2605,TQ88,England,0,40000,0, ,England,,100000000,40000
2606,TQ89,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2607,TL80,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2608,TL81,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
2609,TL82,England,0,40000,0, ,England,,100000000,40000
2610,TL83,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2611,TL84,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2612,TL85,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2613,TL86,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2614,TL87,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2615,TL88,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2616,TL89,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2617,TF80,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2618,TF81,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2619,TF82,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2620,TF83,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2621,TF84,England,0,40000,0, ,England,,100000000,40000
2622,TQ91,England,0,40000,0, ,England,,100000000,40000
2623,TQ92,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2624,TQ93,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2625,TQ94,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2626,TQ95,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2627,TQ96,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2628,TQ97,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2629,TQ98,England,0,40000,0, ,England,,100000000,40000
2630,TQ99,England,0,40000,0, ,England,,100000000,40000
2631,TL90,England,2015,40000,0, ,England,2015/01/01 00:00:00+00,100000000,40000
2632,TL91,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2633,TL92,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2634,TL93,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2635,TL94,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2636,TL95,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2637,TL96,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2638,TL97,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2639,TL98,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2640,TL99,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2641,TF90,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2642,TF91,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2643,TF92,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2644,TF93,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2645,TF94,England,0,40000,0, ,England,,100000000,40000
2646,TR01,England,0,40000,0, ,England,,100000000,40000
2647,TR02,England,0,40000,0, ,England,,100000000,40000
2648,TR03,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2649,TR04,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2650,TR05,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2651,TR06,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2652,TR07,England,0,40000,0, ,England,,100000000,40000
2653,TR08,England,0,40000,0, ,England,,100000000,40000
2654,TR09,England,0,40000,0, ,England,,100000000,40000
2655,TM00,England,0,40000,0, ,England,,100000000,40000
2656,TM01,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2657,TM02,England,0,40000,0, ,England,,100000000,40000
2658,TM03,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2659,TM04,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2660,TM05,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2661,TM06,England,0,40000,0, ,England,,100000000,40000
2662,TM07,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2663,TM08,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2664,TM09,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2665,TG00,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2666,TG01,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2667,TG02,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2668,TG03,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2669,TG04,England,0,40000,0, ,England,,100000000,40000
2670,TR12,England,0,40000,0, ,England,,100000000,40000
2671,TR13,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2672,TR14,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2673,TR15,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2674,TR16,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2675,TM11,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2676,TM12,England,0,40000,0, ,England,,100000000,40000
2677,TM13,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2678,TM14,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2679,TM15,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2680,TM16,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2681,TM17,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2682,TM18,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2683,TM19,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2684,TG10,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2685,TG11,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2686,TG12,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2687,TG13,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2688,TG14,England,0,40000,0, ,England,,100000000,40000
2689,TR23,England,0,40000,0, ,England,,100000000,40000
2690,TR24,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2691,TR25,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2692,TR26,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2693,TR27,England,0,40000,0, ,England,,100000000,40000
2694,TM21,England,0,40000,0, ,England,,100000000,40000
2695,TM22,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2696,TM23,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2697,TM24,England,0,40000,0, ,England,,100000000,40000
2698,TM25,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2699,TM26,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2700,TM27,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2701,TM28,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2702,TM29,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2703,TG20,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2704,TG21,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
2705,TG22,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2706,TG23,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2707,TG24,England,0,40000,0, ,England,,100000000,40000
2708,TR33,England,0,40000,0, ,England,,100000000,40000
2709,TR34,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
2710,TR35,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2711,TR36,England,2013,40000,0, ,England,2013/01/01 00:00:00+00,100000000,40000
2712,TR37,England,0,40000,0, ,England,,100000000,40000
2713,TM33,England,2012,40000,0, ,England,2012/01/01 00:00:00+00,100000000,40000
